Q-E,PH-E,DBO-E,DQO-E,SS-E,PH-S,DBO-S,DQO-S,SS-S,BOD_removal
43614.1,8.0,225.7,523.5,263.1,7.57,28.3,89.3,27.1,87.47
45629.3,7.57,204.2,447.5,232.6,7.45,27.5,77.7,27.4,86.53
42330.0,7.82,260.7,544.5,208.4,7.53,37.4,107.4,26.3,85.66
31225.7,7.69,201.9,436.2,191.2,7.54,13.5,47.3,11.5,93.31
34852.9,7.43,200.2,444.1,293.6,7.62,21.8,67.2,22.6,89.1
40936.2,7.8,263.9,613.0,185.0,7.59,31.8,114.8,20.4,87.95
30667.2,7.35,240.1,542.7,168.1,7.54,18.3,74.8,10.0,92.37
42278.0,8.06,239.0,505.4,253.3,7.7,36.4,106.9,30.5,84.78
36558.0,7.56,248.2,607.6,180.2,7.6,19.1,73.7,13.1,92.29
35751.1,7.76,127.9,284.7,172.5,7.38,7.2,34.2,9.4,94.38
42265.8,7.78,265.4,617.7,147.8,7.56,36.4,118.2,18.4,86.29
40665.6,7.62,256.7,561.0,195.9,7.63,31.0,95.5,19.2,87.93
35834.2,7.88,159.0,358.3,215.9,7.57,11.2,44.6,9.3,92.96
44956.0,7.56,205.4,469.0,232.2,7.64,30.9,92.3,31.8,84.95
31513.6,7.96,217.6,505.3,267.6,7.74,16.2,71.2,8.4,92.57
41695.6,7.3,211.9,488.7,246.3,7.41,28.3,88.3,28.3,86.63
41558.6,7.74,240.0,549.0,210.5,7.54,22.9,82.6,16.5,90.46
36142.7,8.28,305.9,663.3,210.1,7.66,33.5,117.6,20.3,89.03
39956.8,7.4,284.9,610.5,245.5,7.43,40.3,120.0,29.8,85.84
30493.3,7.5,141.3,315.5,283.6,7.41,9.6,30.1,11.8,93.22
43544.2,7.85,257.3,590.1,226.3,7.64,35.0,113.5,24.3,86.41
36890.6,7.75,299.7,652.7,196.5,7.47,32.3,108.2,19.4,89.24
34863.7,7.81,243.2,561.0,170.4,7.63,21.8,83.5,11.6,91.04
44294.1,7.85,285.5,669.5,147.7,7.65,39.8,119.0,17.3,86.05
33773.9,7.89,340.7,718.4,253.3,7.5,42.2,120.0,25.4,87.62
29549.2,8.03,281.4,595.6,248.9,7.77,27.1,95.3,20.3,90.35
28660.2,7.82,235.0,513.6,248.9,7.63,17.7,62.5,12.8,92.47
41636.1,7.63,282.7,630.6,213.6,7.59,46.4,120.0,32.6,83.57
30317.4,7.9,228.7,491.1,290.3,7.57,15.2,65.7,9.3,93.34
48528.8,8.27,221.4,517.1,195.8,7.77,30.1,96.3,20.3,86.39
25508.4,7.66,198.9,446.0,267.8,7.63,12.7,47.3,14.3,93.62
48178.7,7.41,313.8,691.6,218.1,7.47,45.3,120.0,29.3,85.56
39266.1,8.03,170.9,351.4,189.6,7.8,14.7,47.7,14.5,91.41
37419.7,7.66,311.9,645.2,249.6,7.55,47.0,119.0,31.4,84.92
34730.5,7.05,250.0,557.0,240.5,7.44,22.4,73.7,18.4,91.03
40394.8,7.95,136.0,270.3,237.8,7.66,10.9,35.4,13.8,92.01
37774.2,7.54,242.1,557.0,224.1,7.55,23.5,92.5,17.0,90.29
44619.8,7.67,94.0,205.3,218.1,7.43,8.8,31.0,15.0,90.59
38685.4,7.8,257.5,643.8,339.4,7.62,33.4,110.5,35.7,87.02
38901.8,7.76,273.1,663.9,279.2,7.53,36.8,120.0,35.4,86.53
35818.3,7.91,184.5,402.5,256.1,7.56,15.0,50.2,13.7,91.88
37658.3,7.57,227.4,497.9,225.6,7.64,30.1,82.9,26.4,86.76
39846.8,7.85,337.2,775.5,270.4,7.59,54.7,120.0,39.0,83.78
27739.0,7.62,189.7,449.5,245.9,7.47,5.4,40.6,3.9,97.17
29910.9,7.92,156.5,318.6,221.3,7.6,9.1,34.8,7.9,94.21
42459.6,7.88,308.9,624.4,204.8,7.52,46.6,120.0,27.6,84.92
39025.2,7.42,337.8,722.1,216.0,7.58,50.3,120.0,29.9,85.11
36896.1,8.03,220.2,497.3,80.0,7.61,20.7,62.8,5.6,90.6
38110.6,7.54,280.7,631.5,230.5,7.55,43.2,120.0,31.0,84.59
40085.5,7.94,300.5,693.2,195.6,7.73,40.5,118.0,24.5,86.53
34761.4,7.81,175.5,364.9,299.6,7.56,13.9,50.1,18.9,92.06
33330.2,8.25,190.9,375.7,221.0,7.76,14.6,46.1,10.0,92.35
39175.1,7.63,293.9,671.7,160.6,7.47,36.7,120.0,17.7,87.5
32129.8,7.6,321.1,679.8,217.5,7.7,34.3,109.1,16.8,89.32
40449.5,7.69,253.8,507.1,167.7,7.62,24.9,73.2,10.7,90.2
27784.5,7.61,167.2,370.3,243.7,7.52,7.4,33.9,9.2,95.56
44174.9,7.94,339.2,773.2,234.5,7.58,60.0,120.0,33.0,82.31
40835.6,7.22,188.1,411.6,267.9,7.41,21.5,59.6,23.7,88.56
39536.2,7.38,199.9,430.6,180.5,7.44,17.3,69.9,11.7,91.33
43896.1,7.38,240.5,525.4,221.7,7.6,26.7,86.8,20.7,88.88
47992.8,7.99,313.2,677.5,151.7,7.56,55.1,120.0,21.3,82.41
44086.2,8.21,271.2,560.2,255.1,7.72,39.2,112.1,30.5,85.53
26954.8,7.67,244.9,521.3,245.9,7.55,14.2,61.0,12.7,94.21
30322.5,7.65,247.8,558.1,244.8,7.54,23.6,82.3,21.6,90.47
34251.1,7.72,222.6,496.9,220.1,7.56,18.1,64.1,17.1,91.86
38156.5,8.05,253.5,561.9,240.7,7.66,34.0,109.4,27.5,86.58
41106.0,7.42,80.0,168.0,300.2,7.54,8.0,28.9,24.8,90.06
33645.5,7.77,202.2,441.2,205.7,7.62,13.3,47.9,8.5,93.41
39120.6,7.99,234.5,464.8,226.9,7.68,26.8,83.8,22.0,88.57
33467.7,7.85,150.9,334.8,165.7,7.39,7.3,33.0,5.8,95.19
34330.9,7.76,243.2,569.7,176.6,7.6,20.6,79.6,11.9,91.53
29560.0,8.0,207.7,426.4,224.9,7.53,15.7,59.4,10.0,92.43
32460.6,6.89,325.3,696.7,275.2,7.36,40.0,120.0,29.4,87.71
29889.9,7.9,314.4,702.0,207.2,7.72,35.5,118.0,19.8,88.71
32144.8,7.5,192.1,446.6,208.2,7.44,8.2,46.0,6.0,95.72
44321.9,7.15,210.9,454.6,199.7,7.38,29.8,82.9,22.8,85.87
32303.6,7.85,215.6,459.3,193.3,7.56,14.9,56.3,10.9,93.11
53794.3,8.11,192.9,386.4,234.7,7.77,32.5,88.6,33.9,83.14
40959.9,7.66,231.7,512.1,145.1,7.55,22.3,69.2,9.8,90.36
39109.0,7.99,174.5,419.5,284.0,7.77,18.5,74.9,25.4,89.39
32849.9,8.18,152.2,339.0,186.7,7.73,9.9,32.1,7.6,93.48
42201.9,8.09,257.4,565.6,256.1,7.7,31.7,91.9,27.3,87.68
34546.2,8.19,257.8,575.4,156.5,7.71,23.0,87.7,13.3,91.08
38732.1,7.92,171.7,377.6,253.4,7.68,14.4,52.2,18.8,91.6
53360.5,7.72,273.7,579.9,253.6,7.45,55.4,120.0,45.5,79.75
37423.6,7.22,182.1,415.6,239.2,7.42,20.7,69.2,21.3,88.63
44895.6,7.63,235.2,522.7,170.3,7.53,28.2,98.7,18.3,88.03
33780.9,7.45,269.2,592.8,232.5,7.53,28.6,91.6,21.1,89.36
37790.1,8.35,218.0,458.3,160.8,7.74,18.4,72.3,6.6,91.55
48624.8,7.65,247.3,576.3,207.4,7.47,37.9,107.0,28.1,84.69
34238.2,7.74,189.0,428.4,271.5,7.57,15.8,58.4,14.5,91.65
48874.7,7.87,208.2,446.6,259.8,7.53,35.5,105.2,45.1,82.94
42246.5,7.71,207.6,477.6,220.8,7.43,17.7,68.5,23.7,91.47
34625.2,8.21,175.2,376.7,171.3,7.76,11.5,44.4,8.1,93.42
41794.4,7.51,209.4,444.3,252.3,7.54,21.3,67.7,26.0,89.83
43835.3,7.76,127.1,269.9,221.0,7.61,12.9,44.0,20.2,89.86
41730.9,7.48,190.5,385.4,104.0,7.58,15.2,55.7,7.8,92.03
28578.7,7.3,202.9,456.0,259.1,7.39,16.8,61.0,11.8,91.71
33637.2,7.52,204.6,412.7,218.8,7.4,14.7,53.4,9.2,92.81
36514.9,7.69,205.5,426.9,280.1,7.55,21.5,62.5,22.9,89.53
37553.4,7.57,216.3,431.0,165.2,7.5,19.4,59.5,10.0,91.04
41724.0,7.49,248.8,545.1,80.0,7.44,22.9,72.2,5.5,90.81
39066.2,7.28,272.5,595.3,234.0,7.43,39.5,111.7,29.1,85.51
29987.9,7.68,181.0,392.3,234.6,7.51,12.0,50.5,7.5,93.38
40281.2,7.25,147.8,309.8,135.5,7.3,9.6,37.2,7.2,93.47
41663.5,7.93,157.5,328.0,171.1,7.6,8.5,41.9,5.9,94.57
41358.7,7.72,190.8,428.5,357.8,7.49,24.8,76.1,45.1,86.98
44484.7,7.26,198.9,426.6,204.7,7.45,21.4,68.2,18.2,89.24
43003.5,7.61,173.8,387.9,256.5,7.49,20.1,64.2,23.9,88.43
40755.1,7.47,142.2,300.3,187.5,7.57,6.7,28.2,3.7,95.28
37579.0,7.8,192.6,427.3,115.5,7.7,18.4,63.9,10.0,90.42
28034.2,8.1,230.9,538.0,211.5,7.73,14.0,64.2,9.4,93.92
40577.7,7.14,255.7,577.5,206.7,7.28,37.0,111.1,24.0,85.53
39246.1,7.73,186.6,402.7,200.0,7.68,23.7,68.2,20.8,87.28
39629.5,7.65,195.2,434.5,214.3,7.66,18.6,58.2,15.3,90.46
30339.5,7.9,164.4,357.7,233.2,7.62,7.8,33.7,9.3,95.23
31513.7,7.76,218.1,480.0,212.5,7.67,16.3,59.4,13.5,92.5
44318.9,7.47,169.1,366.5,156.8,7.45,17.8,57.8,10.6,89.5
37762.7,7.6,254.4,555.5,244.3,7.4,18.0,57.5,10.9,92.91
42089.0,7.46,112.8,250.7,122.5,7.44,8.6,30.1,5.4,92.34
38169.9,8.02,198.4,416.8,117.5,7.78,13.6,51.7,6.0,93.13
38178.5,7.71,238.1,499.6,257.0,7.46,29.8,78.2,30.0,87.5
43629.7,8.27,231.0,476.2,245.4,7.73,28.8,79.4,23.6,87.53
34903.7,7.68,381.6,778.4,217.1,7.56,54.5,120.0,26.1,85.71
38576.7,7.49,241.0,500.8,150.2,7.46,24.0,73.8,9.4,90.05
35226.3,7.25,159.8,354.0,184.6,7.39,6.5,31.6,4.7,95.93
35393.0,7.16,214.3,452.3,206.9,7.4,14.0,52.8,8.6,93.45
36145.0,7.22,113.4,255.4,140.2,7.38,4.7,20.0,4.6,95.86
39332.8,7.78,215.2,474.1,183.0,7.48,28.1,87.7,20.0,86.95
35127.5,7.85,170.0,340.6,252.6,7.62,14.3,50.8,13.2,91.6
45534.5,7.23,274.9,622.8,291.4,7.49,33.0,116.9,35.0,88.01
32632.4,7.97,187.0,426.6,199.0,7.7,11.8,42.4,10.0,93.67
36878.8,7.56,213.0,447.4,257.8,7.46,17.8,62.0,17.2,91.65
35361.6,7.74,181.9,407.7,124.3,7.49,6.4,36.0,3.4,96.46
46681.9,8.18,324.3,685.7,253.0,7.69,55.7,120.0,37.7,82.83
39179.3,7.97,200.7,443.6,179.8,7.75,20.0,67.5,13.3,90.06
44191.1,7.62,330.0,684.2,235.4,7.58,60.0,120.0,42.8,81.82
29086.6,7.43,268.8,543.3,207.6,7.53,18.1,64.4,9.1,93.28
39602.3,7.05,248.9,538.1,286.0,7.43,33.6,98.4,33.8,86.48
43337.8,7.48,242.1,529.7,176.3,7.52,28.3,85.4,17.7,88.31
38493.7,7.64,243.6,526.3,251.4,7.55,32.6,94.8,31.3,86.63
44392.9,7.4,104.3,217.2,206.0,7.52,9.1,31.1,13.0,91.28
34896.3,7.66,203.3,439.1,212.1,7.51,17.2,60.0,11.5,91.54
46456.1,7.72,270.7,602.9,210.8,7.47,40.6,120.0,25.8,85.0
51793.4,7.63,217.1,476.6,177.7,7.59,35.7,101.1,26.7,83.55
35823.0,7.5,135.7,301.0,219.3,7.59,6.4,28.7,6.6,95.32
35327.0,7.75,216.9,462.6,216.9,7.5,21.3,73.0,16.4,90.2
46720.3,7.83,322.2,746.7,232.1,7.66,60.0,120.0,44.6,81.38
47477.4,7.37,294.8,613.9,224.2,7.58,48.4,120.0,36.5,83.58
34862.8,8.12,216.3,486.4,259.9,7.69,19.8,68.1,20.3,90.85
35478.9,7.67,277.1,642.3,266.2,7.49,31.4,106.8,23.2,88.68
36309.3,7.71,198.0,445.1,167.5,7.57,11.0,41.2,7.0,94.43
29933.3,7.91,117.8,256.7,263.4,7.59,5.3,22.9,9.4,95.53
32488.1,7.77,164.5,353.3,160.7,7.54,8.0,37.7,6.4,95.14
31975.2,7.99,313.8,722.8,249.4,7.68,39.4,120.0,27.6,87.44
33393.2,7.79,203.6,418.9,251.0,7.47,13.9,49.2,12.8,93.18
37791.9,7.52,205.4,431.9,124.4,7.4,15.8,56.2,5.1,92.29
39405.3,7.81,202.0,436.4,224.6,7.59,21.0,64.9,17.0,89.6
47303.0,7.36,334.2,776.7,196.6,7.46,60.0,120.0,33.4,82.05
32009.9,7.73,317.6,710.7,182.1,7.59,24.5,90.4,8.4,92.3
43905.9,7.69,353.1,742.7,287.5,7.69,60.0,120.0,50.0,83.01
36716.1,7.64,210.5,456.5,187.3,7.55,19.9,65.2,16.1,90.55
37703.2,7.66,237.7,508.4,179.7,7.59,21.8,71.6,14.4,90.85
42048.9,7.14,129.0,274.6,223.8,7.32,13.3,42.1,15.5,89.71
31263.7,7.54,308.6,709.2,254.3,7.56,40.9,120.0,28.8,86.76
40294.5,7.73,149.9,309.3,212.9,7.53,17.1,50.1,23.6,88.59
38998.7,7.75,233.0,550.1,278.3,7.58,26.2,95.6,25.2,88.77
40954.7,7.39,154.2,351.9,246.5,7.46,16.1,58.2,20.9,89.58
39735.0,8.08,184.7,426.4,111.1,7.75,6.3,31.7,2.9,96.56
52731.8,7.44,169.8,365.6,193.5,7.39,26.6,75.4,26.3,84.33
34173.6,7.99,183.5,401.0,191.9,7.49,16.2,49.5,13.2,91.19
34814.0,7.83,187.7,385.9,244.0,7.58,16.1,52.8,14.7,91.44
34261.2,7.51,187.1,401.8,88.8,7.53,8.6,49.6,2.7,95.42
34667.1,8.23,270.0,607.3,347.5,7.73,34.8,106.8,39.2,87.12
34175.7,7.34,153.7,358.1,246.6,7.54,8.8,38.0,7.3,94.29
45134.1,7.98,233.2,487.3,227.4,7.67,34.1,98.1,30.8,85.37
46523.0,8.0,293.1,634.1,279.1,7.61,55.7,120.0,48.6,80.99
34575.5,7.5,189.2,413.4,337.2,7.34,23.8,66.6,31.7,87.43
33005.9,8.12,176.9,364.5,263.5,7.67,18.7,52.4,24.9,89.44
40828.5,7.62,206.2,465.8,267.4,7.61,25.1,76.4,27.8,87.82
34686.7,7.79,290.8,618.7,226.5,7.56,33.2,83.1,20.8,88.57
41797.6,7.78,231.6,505.1,212.9,7.59,30.1,90.9,18.4,87.0
39217.5,7.66,188.1,405.4,196.2,7.58,13.1,58.1,8.9,93.02
28905.5,7.94,249.0,528.2,178.7,7.56,12.6,52.0,3.3,94.95
47285.0,7.94,153.9,338.4,185.6,7.68,18.8,51.0,16.9,87.75
48775.3,7.18,260.9,568.3,152.5,7.52,45.7,120.0,25.0,82.49
34323.3,8.09,244.5,528.8,216.2,7.67,24.6,77.8,17.2,89.93
35673.8,7.2,201.5,428.7,135.8,7.33,16.6,52.5,8.9,91.78
39715.2,8.01,169.7,378.7,229.5,7.65,17.8,61.0,18.1,89.5
40006.7,8.04,166.8,394.5,218.2,7.51,16.4,61.8,17.0,90.16
41951.3,7.37,252.1,558.1,227.3,7.49,34.6,98.6,25.6,86.29
50061.2,7.58,293.7,675.5,193.9,7.55,51.2,120.0,31.2,82.58
36938.3,7.37,181.8,374.6,373.8,7.58,21.5,69.3,36.7,88.19
33210.2,7.64,247.5,548.4,288.0,7.53,24.3,91.1,25.8,90.17
29724.1,7.61,94.8,198.1,157.8,7.56,3.0,17.8,3.5,96.83
33614.4,7.93,184.9,379.5,231.6,7.57,15.6,47.7,12.3,91.57
37801.2,8.09,218.1,463.8,189.6,7.65,15.6,71.4,10.5,92.85
48767.3,8.12,165.4,383.6,169.3,7.58,21.6,68.6,18.2,86.95
34894.3,7.53,163.8,375.9,153.0,7.5,13.7,47.1,6.9,91.64
39342.7,7.64,179.9,400.2,241.6,7.52,15.8,56.1,20.7,91.21
37901.5,7.19,237.5,486.2,185.9,7.43,26.5,76.6,18.5,88.84
45130.4,7.46,208.8,455.2,268.4,7.44,26.1,82.6,24.2,87.5
53161.6,7.99,85.7,191.1,269.7,7.65,14.0,35.9,37.9,83.65
34814.8,8.18,92.8,205.7,288.7,7.68,3.2,16.5,5.4,96.58
35063.4,7.33,183.6,370.0,177.4,7.43,10.4,46.0,8.8,94.33
44265.0,7.52,247.5,522.4,243.8,7.51,39.9,109.8,33.5,83.88
42091.3,7.69,80.0,175.5,251.6,7.56,7.9,27.9,18.6,90.13
49080.2,7.78,190.0,428.2,196.3,7.64,20.0,69.8,19.8,89.48
41503.6,7.46,188.4,373.2,181.4,7.48,19.8,64.0,16.0,89.5
35844.2,7.83,303.3,662.3,300.5,7.57,44.6,117.5,37.9,85.29
41543.9,7.56,196.9,436.0,231.4,7.5,27.8,86.6,28.5,85.87
44652.2,7.7,243.0,555.2,251.8,7.51,35.4,106.9,34.8,85.45
42922.9,7.86,228.5,518.5,178.9,7.58,28.0,88.8,15.7,87.76
41043.6,7.7,92.2,208.1,159.0,7.7,6.3,23.5,3.5,93.13
44400.0,7.57,266.1,564.1,191.5,7.46,41.5,109.9,27.2,84.39
45015.8,7.67,232.9,468.0,213.8,7.53,36.4,90.3,29.7,84.37
46293.0,7.67,250.5,541.2,166.8,7.52,32.1,85.5,18.3,87.2
41892.3,7.59,450.0,1035.1,219.5,7.51,60.0,120.0,36.5,86.67
36997.3,7.62,95.0,222.1,135.6,7.51,5.7,28.9,5.8,93.96
38880.3,8.18,323.5,734.6,164.0,7.72,36.0,119.2,15.3,88.88
45239.1,7.87,202.8,454.8,253.5,7.49,26.2,74.3,23.3,87.09
33098.4,7.61,237.2,530.9,250.2,7.61,16.8,63.8,10.9,92.93
40212.0,7.91,217.3,465.9,200.4,7.67,23.6,65.7,14.9,89.16
35640.0,7.6,194.5,425.5,169.1,7.44,21.7,64.1,14.6,88.85
38172.5,8.05,185.8,439.8,168.6,7.51,15.7,59.4,11.8,91.55
45670.7,7.81,239.8,504.9,201.3,7.52,28.5,79.9,20.4,88.13
39146.6,7.67,129.0,304.6,252.2,7.53,11.8,46.5,15.9,90.84
38278.6,7.83,265.0,574.5,266.4,7.78,34.4,101.9,31.6,87.0
29840.9,7.23,195.0,454.9,195.2,7.46,10.4,49.5,5.4,94.66
42477.5,7.36,152.2,313.4,162.3,7.33,19.7,54.1,14.3,87.09
41872.9,7.34,193.0,435.9,233.4,7.4,15.8,62.4,12.2,91.8
50979.5,7.74,295.4,628.2,178.8,7.57,54.6,120.0,26.8,81.54
36153.3,8.22,187.9,386.7,194.1,7.73,12.1,46.8,9.2,93.57
39314.9,8.37,241.5,536.6,286.3,7.67,30.7,95.9,27.3,87.27
39496.3,7.89,176.1,405.3,261.4,7.61,13.6,51.3,16.7,92.26
47464.7,7.85,265.5,561.6,227.9,7.55,40.3,115.5,28.0,84.8
37428.2,7.16,261.1,535.3,156.4,7.32,27.9,80.8,11.8,89.33
39674.1,7.54,330.9,725.0,230.6,7.53,52.0,120.0,31.4,84.29
41647.4,7.46,209.5,459.0,273.1,7.54,22.1,73.1,20.5,89.44
39119.7,7.51,260.1,586.5,201.2,7.56,38.5,110.1,25.6,85.19
35321.4,7.65,225.9,518.4,287.6,7.59,21.6,68.3,20.7,90.42
39164.5,7.56,297.8,653.3,284.6,7.48,46.9,120.0,38.8,84.25
44441.8,7.11,176.9,421.9,303.2,7.43,19.1,73.5,30.3,89.23
31840.9,7.92,264.7,588.3,235.3,7.65,23.3,89.2,15.1,91.19
38797.8,7.38,208.3,451.1,249.4,7.47,19.9,58.4,23.7,90.45
33799.3,7.77,216.1,440.7,290.7,7.54,19.4,67.8,17.6,91.04
45170.3,8.32,225.5,490.2,242.4,7.71,35.4,101.0,34.2,84.29
28860.9,7.42,235.1,509.4,194.9,7.48,17.2,67.8,11.4,92.69
34646.5,6.94,213.0,489.1,197.6,7.5,14.9,52.9,11.1,92.99
40263.3,7.61,232.9,523.1,231.9,7.56,25.8,85.8,21.9,88.93
47393.1,8.03,314.7,655.2,155.5,7.62,44.9,120.0,17.5,85.74
37605.5,8.29,279.1,618.9,212.8,7.68,30.4,90.5,18.1,89.11
34668.8,7.33,272.1,617.0,274.8,7.41,34.1,112.5,31.1,87.47
49286.9,7.85,192.7,453.3,110.4,7.76,25.9,88.9,14.3,86.55
29311.9,7.56,166.6,381.4,296.7,7.49,9.6,40.1,8.4,94.25
24807.2,7.67,277.3,631.2,276.1,7.61,29.9,107.2,26.3,89.22
40640.1,8.49,272.6,601.3,197.0,7.77,27.6,89.5,15.7,89.86
34987.7,7.25,308.4,690.4,247.2,7.44,35.6,119.5,22.5,88.46
31872.6,7.78,183.8,427.2,220.2,7.64,8.8,29.7,4.9,95.21
42250.1,7.84,206.2,426.2,281.5,7.56,30.0,96.4,33.0,85.44
39462.8,8.03,121.6,263.3,269.1,7.61,7.4,34.0,13.6,93.93
34615.5,7.73,196.5,417.0,150.0,7.68,5.9,33.4,5.2,96.99
30318.2,7.79,279.8,626.2,249.4,7.66,31.2,90.8,23.9,88.83
43234.7,7.58,192.0,446.0,209.7,7.58,19.5,69.7,12.3,89.82
41901.2,7.78,258.4,553.1,224.1,7.64,34.2,91.3,20.4,86.78
37404.9,7.6,208.6,409.0,183.6,7.56,23.6,68.0,13.2,88.66
49079.8,7.89,239.4,516.9,307.4,7.76,37.2,109.3,43.9,84.45
31579.5,7.59,151.1,346.3,272.0,7.53,7.5,29.9,12.6,95.03
28846.8,7.81,225.1,507.4,183.0,7.63,14.1,64.7,12.5,93.74
33848.6,7.69,80.0,179.4,153.3,7.46,3.0,14.2,3.5,96.25
37726.5,8.04,208.8,453.5,200.7,7.6,24.3,80.5,19.5,88.38
39460.0,7.68,122.2,253.2,241.7,7.47,12.5,38.4,17.2,89.78
36552.6,7.17,292.4,658.3,232.0,7.49,33.8,101.5,20.4,88.43
40112.3,8.08,266.6,564.4,282.7,7.49,36.3,108.1,32.1,86.38
30490.8,7.43,248.0,599.8,259.5,7.45,22.9,84.5,22.2,90.78
46662.6,7.5,311.3,702.5,268.5,7.29,50.1,120.0,40.9,83.89
37507.1,7.52,163.1,349.3,236.3,7.45,11.5,47.6,11.7,92.94
44703.8,8.11,324.8,694.8,150.5,7.65,44.2,120.0,16.8,86.38
40056.4,7.06,275.9,604.5,210.2,7.46,35.2,105.9,20.7,87.23
40740.5,8.64,205.8,447.8,273.0,7.87,22.7,79.2,26.5,88.95
41418.6,8.02,288.1,666.1,217.4,7.6,42.6,120.0,25.6,85.21
40686.3,7.77,153.6,340.8,245.2,7.65,9.6,36.7,9.4,93.74
41856.3,7.68,170.5,362.7,204.1,7.56,19.2,55.9,18.9,88.75
45974.9,7.79,183.5,438.4,168.5,7.59,15.0,64.6,11.0,91.81
39179.1,7.86,188.3,415.1,213.8,7.52,17.7,56.3,13.7,90.59
42254.0,7.89,156.6,356.6,235.5,7.55,18.6,62.9,24.2,88.14
37461.6,7.87,293.4,627.6,187.2,7.55,28.4,89.1,11.5,90.32
46640.7,7.73,204.5,457.3,208.2,7.57,26.2,77.3,21.2,87.16
33941.6,7.64,241.2,538.0,173.0,7.55,16.6,69.7,9.8,93.13
48805.6,7.65,185.8,373.6,276.0,7.65,23.0,64.0,28.3,87.6
37759.1,7.64,110.8,266.0,205.3,7.57,6.1,27.4,7.4,94.51
29415.3,8.04,236.2,550.1,292.6,7.47,21.7,84.8,22.9,90.81
38768.6,7.88,105.3,227.4,296.4,7.63,6.1,28.8,15.5,94.25
33913.7,6.82,215.9,451.1,215.9,7.19,17.4,63.5,11.6,91.92
43043.9,7.9,137.9,308.2,169.6,7.55,11.3,35.9,8.9,91.78
34084.3,7.76,339.2,749.3,115.7,7.52,47.8,120.0,13.3,85.92
35322.9,7.69,274.7,614.1,146.4,7.51,25.0,86.4,7.3,90.9
26662.8,7.58,226.3,502.3,151.3,7.43,12.1,52.7,6.0,94.65
35286.2,8.04,295.8,665.8,288.9,7.68,29.8,93.7,18.7,89.93
23456.7,7.98,169.2,396.8,225.8,7.55,3.9,30.6,4.2,97.7
28496.6,7.47,252.6,570.1,239.5,7.52,18.7,70.0,15.1,92.61
42562.5,7.82,232.0,486.0,109.0,7.75,21.7,63.3,10.6,90.63
42714.8,7.41,235.8,551.0,160.1,7.38,30.1,93.9,17.2,87.25
40552.7,7.29,296.3,700.6,264.4,7.42,35.9,116.1,27.6,87.9
32198.1,7.51,263.9,659.9,234.3,7.33,16.5,73.9,8.6,93.76
37713.7,7.96,237.3,495.4,212.6,7.62,22.8,83.3,16.2,90.39
37978.4,7.99,120.7,268.5,248.2,7.69,5.1,26.6,10.3,95.77
31049.8,7.85,162.4,323.5,301.8,7.66,11.7,38.9,17.4,92.82
47020.4,7.92,212.6,479.6,208.9,7.63,30.2,94.0,27.8,85.8
43264.2,7.85,225.6,484.0,223.5,7.67,29.0,81.8,27.1,87.16
36674.2,7.51,152.2,364.1,229.6,7.68,10.2,45.3,13.3,93.32
38161.3,7.83,364.7,774.1,339.6,7.72,60.0,120.0,50.0,83.55
39250.3,7.94,311.0,631.6,115.0,7.6,34.7,110.7,8.7,88.84
25749.6,7.93,256.1,551.4,254.2,7.53,16.3,62.4,10.5,93.63
36516.9,8.06,224.3,449.2,214.3,7.64,25.0,78.8,17.4,88.86
33908.1,7.91,207.3,471.6,248.3,7.56,16.2,61.6,17.3,92.2
31990.3,7.81,162.9,324.7,187.1,7.62,5.8,26.2,3.1,96.42
36313.4,8.02,224.6,494.9,217.6,7.57,20.4,81.1,12.9,90.91
48786.1,7.69,235.5,469.1,255.6,7.55,33.0,91.1,35.6,85.99
41845.1,7.44,145.5,315.4,375.6,7.54,19.3,57.1,46.2,86.75
34572.9,7.65,240.1,567.6,260.4,7.54,22.0,89.2,17.8,90.82
41435.5,7.48,210.7,471.1,177.6,7.43,25.9,91.6,16.8,87.71
